sub,onset,offset,cat,tier,reli
18,209.711,213.297,no?  non me lo porti il caffè? lo beve la mamma?	 guarda la mamma che beve il caffè. (C QA QM DA RM),Caregiver voc,reli
18,214.759,216.1,mi porti il caffè? (QA),Caregiver voc,original
18,214.93,216.1,mi porti il caffè? (QA),Caregiver voc,reli
18,216.981,218.92,vuoi anche tu caffè con mamma? (QO),Caregiver voc,original
18,217.197,218.848,vuoi anche tu caffè con mamma? (QO),Caregiver voc,reli
18,219.5,221.898,eh? (C) giochiamo alle signore? (W) xxx caffè.,Caregiver voc,original
18,219.595,221.898,eh?  giochiamo alle signore? xxx caffè.(C W),Caregiver voc,reli
18,222.043,222.995,xxx,Caregiver voc,reli
18,222.043,222.995,xxx,Caregiver voc,original
18,224.895,227.645,mmm che buono questo caffè (C RE),Caregiver voc,original
18,225.103,227.645,mmm che buono questo caffè (C RE),Caregiver voc,reli
18,229.473,231.803,lei vuole signora un po’ di caffè?	 (QO),Caregiver voc,original
18,229.516,231.803,lei vuole signora un po’ di caffè?	 (QO),Caregiver voc,reli
18,235.69,236.759,cosa c’è dentro? (QE),Caregiver voc,original
18,235.817,236.759,cosa c’è dentro? (QE),Caregiver voc,reli
18,238.651,239.579,cacche,Infant voc,original
18,238.756,239.665,cacche,Infant voc,reli
18,239.612,240.801,: checchè?	(AM),Caregiver voc,original
18,239.735,240.801,checchè?	(AM),Caregiver voc,reli
18,242.664,244.478,ma c’è dentro il checchè? (QE),Caregiver voc,original
18,242.917,244.478,ma c’è dentro il checchè? (QE),Caregiver voc,reli
18,244.607,246.123,c’è qui dentro il checché? ( - ),Caregiver voc,original
18,244.799,246.123,c’è qui dentro il checché? ( - ),Caregiver voc,reli
18,248.062,248.428,no.	 (C),Caregiver voc,original
18,248.179,248.458,no.	 (C),Caregiver voc,reli
18,248.625,250.045,quelle sono più belle (RE) vero amore?	(C NE),Caregiver voc,original
18,248.699,250.045,quelle sono più belle vero amore?	(RE C NE),Caregiver voc,reli
18,253.762,254.306,xxx (I),Caregiver voc,original
18,254.009,254.306,xxx (I),Caregiver voc,reli
18,259.65,260.746,fanno rumore? (QE),Caregiver voc,original
18,259.854,260.746,fanno rumore? (QE),Caregiver voc,reli
18,278.259,278.798,no (CW),Infant voc,original
18,278.419,278.702,no (CW),Infant voc,reli
18,279.31,280.234,no?	(C) cosa no? (QO),Caregiver voc,original
18,279.455,280.267,no?	 cosa no? (C QO),Caregiver voc,reli
18,280.49,281.059,fai tu? (QA),Caregiver voc,original
18,280.583,281.059,fai tu? (QA),Caregiver voc,reli
18,285.539,286.739,forza.	(AE),Caregiver voc,reli
18,285.539,286.739,forza.	(AE),Caregiver voc,original
18,288.253,289.606,hai forza tu?	(QO),Caregiver voc,original
18,288.367,289.606,hai forza tu?	(QO),Caregiver voc,reli
18,292.9,293.26,ah (C),Caregiver voc,original
18,293.003,293.26,ah (C),Caregiver voc,reli
18,294.907,295.448,ah ( - ),Caregiver voc,original
18,295.076,295.448,ah ( - ),Caregiver voc,reli
18,298.293,300.121,capito lui? (QO),Caregiver voc,original
18,298.337,298.562,ah.,Infant voc,reli
18,298.647,299.96,capito lui? (QO),Caregiver voc,reli
18,300.646,302.404,hai capito lui? ( - ),Caregiver voc,original
18,300.802,302.462,hai capito lui? ( - ),Caregiver voc,reli
18,304.468,305.393,bavone? ( - ),Caregiver voc,original
18,304.705,305.428,bavone? ( - ),Caregiver voc,reli
18,305.665,306.029,xxx,Caregiver voc,original
18,305.924,306.039,xxx,Caregiver voc,reli
18,306.832,307.814,ci sta questa? (QE) ,Caregiver voc,original
18,307.03,307.671,ci sta questa? (QE) ,Caregiver voc,reli
18,308.265,309.028,ci sta questa? ( - ),Caregiver voc,original
18,308.419,308.927,ci sta questa? ( - ),Caregiver voc,reli
18,311.504,312.406,: ci sta dentro? ( - ),Caregiver voc,original
18,311.574,312.406,ci sta dentro? ( - ),Caregiver voc,reli
18,320.757,321.234,eh (C),Caregiver voc,original
18,321.003,321.234,eh (C),Caregiver voc,reli
18,321.635,322.525,ci sta? (QE),Caregiver voc,original
18,321.851,322.525,ci sta? (QE),Caregiver voc,reli
18,322.86,324.437,: l’incontrario casomai. (RE),Caregiver voc,original
18,323.021,324.328,l’incontrario casomai. (RE),Caregiver voc,reli
18,325.901,326.479,prova (DA),Caregiver voc,original
18,326.006,326.479,prova (DA),Caregiver voc,reli
18,326.856,327.82,questa è la prima (RE),Caregiver voc,original
18,327.097,327.82,questa è la prima (RE),Caregiver voc,reli
18,328.139,329.057,apri questa qua.  (DA),Caregiver voc,original
18,328.276,328.933,apri questa qua.  (DA),Caregiver voc,reli
18,329.16,329.807,apri questa. (- ),Caregiver voc,original
18,329.276,329.807,apri questa. (- ),Caregiver voc,reli
18,330.337,330.817,prova. (DA),Caregiver voc,original
18,330.434,330.817,prova. (DA),Caregiver voc,reli
18,332.448,334.826,bravo. (AE) adesso mettici dentro quella rossa (DA),Caregiver voc,original
18,332.604,334.772,bravo.  adesso mettici dentro quella rossa (AE DA),Caregiver voc,reli
18,334.96,336.5,mettici dentro quella rossa ( - ),Caregiver voc,original
18,335.142,336.434,mettici dentro quella rossa ( - ),Caregiver voc,reli
18,340.435,341.123,quella sì (RE),Caregiver voc,original
18,340.495,341.057,quella sì (RE),Caregiver voc,reli
18,348.495,349.398,prendi questa rossa qua (DA),Caregiver voc,original
18,348.607,349.601,prendi questa rossa qua (DA),Caregiver voc,reli
18,349.643,350.617,apri quella blu (DA),Caregiver voc,original
18,349.802,350.617,apri quella blu (DA),Caregiver voc,reli
18,350.843,352.604,aprila quella blu Francesco.	 (- NC),Caregiver voc,original
18,351.035,352.496,aprila quella blu Francesco.	 (- NC),Caregiver voc,reli
18,353.476,357.003,apri quella blu. (DA) qual è quella blu?		(QE) questa? : che colore è questo? (QE),Caregiver voc,original
18,353.761,356.88,apri quella blu. qual è quella blu?	questa? : che colore è questo? (DA QE QE),Caregiver voc,reli
18,357.095,358.284,il giallo.	(RE),Caregiver voc,original
18,357.207,358.174,il giallo.	(RE),Caregiver voc,reli
18,359.039,360.404,no apri quella blu.	(AD DA),Caregiver voc,original
18,359.25,360.404,no apri quella blu.	(AD DA),Caregiver voc,reli
18,360.55,361.496,quella blu. (RE),Caregiver voc,original
18,360.818,361.496,quella blu. (RE),Caregiver voc,reli
18,366.479,367.398,qual è quella blu? (QE),Caregiver voc,original
18,366.632,367.398,qual è quella blu? (QE),Caregiver voc,reli
18,369.092,369.601,dov’è? (QE),Caregiver voc,original
18,369.167,369.601,dov’è? (QE),Caregiver voc,reli
18,370.876,371.21,oh,Infant voc,original
18,371.0,371.21,oh,Infant voc,reli
18,371.343,372.59,: questa che colore è?	(QE),Caregiver voc,original
18,371.668,372.59,questa che colore è?	(QE),Caregiver voc,reli
18,375.095,377.593,che colore è questo?	( - ) rosso (RE),Caregiver voc,original
18,375.245,377.369,che colore è questo?	 rosso (- RE),Caregiver voc,reli
18,378.44,379.676,: che colore è questo?	(QE),Caregiver voc,original
18,378.563,379.589,che colore è questo?	(QE),Caregiver voc,reli
18,380.521,381.64,osso,Infant voc,original
18,380.88,381.64,osso,Infant voc,reli
18,381.737,382.56,osso (AM),Caregiver voc,original
18,381.928,382.618,osso (AM),Caregiver voc,reli
18,382.9,383.434,allora (C),Caregiver voc,original
18,383.05,383.491,allora (C),Caregiver voc,reli
18,383.968,385.704,questo invece che colore è?	 (QE),Caregiver voc,original
18,384.231,385.704,questo invece che colore è?	 (QE),Caregiver voc,reli
18,385.91,387.207,giallo (RE),Caregiver voc,original
18,386.243,387.248,giallo (RE),Caregiver voc,reli
18,388.443,389.868,che colore è questo amore? (QE NE),Caregiver voc,original
18,388.608,389.868,che colore è questo amore? (QE NE),Caregiver voc,reli
18,389.953,390.662,giallo,Infant voc,original
18,390.04,390.662,giallo,Infant voc,reli
18,390.692,391.217,: giallo.	(RE),Caregiver voc,original
18,390.859,391.217,giallo.	(RE),Caregiver voc,reli
18,391.293,392.637,e questo è quello blu (RE),Caregiver voc,original
18,391.439,392.637,e questo è quello blu (RE),Caregiver voc,reli
18,393.457,394.692,che colore è questo? (QE),Caregiver voc,original
18,393.577,394.692,che colore è questo? (QE),Caregiver voc,reli
18,395.115,395.696,xxx,Infant voc,original
18,395.293,395.696,xxx,Infant voc,reli
18,395.714,396.354,: blu.	(RE),Caregiver voc,original
18,395.83,396.354,xxx,Caregiver voc,reli
18,395.95,396.476,xxx,Infant voc,original
18,396.131,396.476,xxx,Infant voc,reli
18,396.531,401.268,allora dentro il blu mettici questa rossa. (DA) prova. (DA) guarda che ci sta.	(DA),Caregiver voc,original
18,396.665,397.028,blu (RE),Caregiver voc,reli
18,397.105,401.374,allora dentro il blu mettici questa rossa.  prova. guarda che ci sta. (DA DA DA),Caregiver voc,reli
18,401.914,402.996,aprila quella blu (DA),Caregiver voc,original
18,402.042,402.996,aprila quella blu (DA),Caregiver voc,reli
18,403.1,403.915,aprila ( - ),Caregiver voc,original
18,403.26,403.915,aprila ( - ),Caregiver voc,reli
18,405.72,406.64,aprila. ( - ),Caregiver voc,original
18,405.971,406.64,aprila. ( - ),Caregiver voc,reli
18,407.101,409.043,: aprila bene. ( - ) fai vedere a mamma (DA) guarda (DA),Caregiver voc,original
18,407.188,409.043,aprila bene.  fai vedere a mamma guarda (- DA DA),Caregiver voc,reli
18,409.292,409.978,guarda bene.  ( - ),Caregiver voc,original
18,409.417,409.978,guarda bene.  ( - ),Caregiver voc,reli
18,410.531,412.196,hai visto che ci sta? (QA),Caregiver voc,original
18,410.84,412.298,hai visto che ci sta? (QA),Caregiver voc,reli
18,416.473,419.857,e adesso quella blu la metti dentro quella gialla. (DA) prova (DA) dai,Caregiver voc,original
18,416.639,419.828,e adesso quella blu la metti dentro quella gialla.  prova  dai (DA DA),Caregiver voc,reli
18,420.909,421.181,dai.							(AE),Caregiver voc,reli
18,421.034,425.598,no. (AD) lasciala chiusa (DA) lasciala chiusa ( - ) richiudi.	(DA) : chiudila di nuovo ( - ),Caregiver voc,original
18,421.372,425.598,no.  lasciala chiusa lasciala chiusa  richiudi.	chiudila di nuovo (AD DA - - ),Caregiver voc,reli
18,432.467,433.703,che colore è questo?	(QE),Caregiver voc,original
18,432.54,433.584,che colore è questo?	(QE),Caregiver voc,reli
18,441.098,441.859,xxx,Infant voc,original
18,441.312,441.859,xxx,Infant voc,reli
18,441.914,444.598,questo è rosso.(ride)	(RE AL) questo è blu (RE),Caregiver voc,original
18,442.051,444.521,questo è rosso.(ride)	 questo è blu (RE AL RE),Caregiver voc,reli
18,446.473,447.937,che colore è questo?	(QE),Caregiver voc,original
18,446.619,447.937,che colore è questo?	(QE),Caregiver voc,reli
18,448.681,449.398,blu,Infant voc,original
18,448.834,449.495,blu,Infant voc,reli
18,449.848,450.835,questo è blu (RE),Caregiver voc,original
18,449.928,450.865,questo è blu (RE),Caregiver voc,reli
18,454.864,457.707,allora prendi quella blu adesso (DA) quello blu,Caregiver voc,original
18,454.989,457.63,allora prendi quella blu adesso quello blu (DA),Caregiver voc,reli
18,461.251,461.814,xxx,Caregiver voc,original
18,461.308,461.814,xxx,Caregiver voc,reli
18,462.701,465.787,chiudila bene (RE) : quella gialla (RE) ecco bravo (AE),Caregiver voc,original
18,462.908,465.787,chiudila bene quella gialla ecco bravo (RE RE AE),Caregiver voc,reli
18,469.718,472.196, che colore è questo? (QE) verde (RE),Caregiver voc,original
18,469.871,472.196, che colore è questo?  verde (QE RE),Caregiver voc,reli
18,473.223,476.203,Francesco?	(NC) questo che colore è?	 (QE) verde (RE),Caregiver voc,original
18,473.626,476.141,Francesco?	 questo che colore è?	 verde (NC QE RE),Caregiver voc,reli
18,480.406,481.189,: ci sta?,Caregiver voc,original
18,480.534,481.304,ci sta?,Caregiver voc,reli
18,481.31,482.923,ci sta dentro questa qua?	(QE),Caregiver voc,original
18,481.471,482.923,ci sta dentro questa qua?	(QE),Caregiver voc,reli
18,483.881,484.234,prova (DA),Caregiver voc,original
18,484.013,484.208,prova (DA),Caregiver voc,reli
18,484.945,486.42,ci sta. (RE) xxx (I),Caregiver voc,original
18,485.123,486.515,ci sta.  xxx (RE I),Caregiver voc,reli
18,500.662,501.352,che bravo. (AE),Caregiver voc,reli
18,500.662,501.395,xxx,Caregiver voc,original
18,503.098,504.698,: che bravo. (AE) bravo amore (- NE),Caregiver voc,original
18,503.297,504.558,bravo amore (- NE),Caregiver voc,reli
18,506.867,508.206,bravo (AE),Caregiver voc,original
18,507.119,508.206,bravo (AE),Caregiver voc,reli
18,511.079,512.804,e guarda adesso cosa ci mettiamo lì (DA W),Caregiver voc,original
18,511.234,512.804,e guarda adesso cosa ci mettiamo lì (DA W),Caregiver voc,reli
18,512.876,514.003,: ci sta questa xxx (QE),Caregiver voc,original
18,513.097,513.823,ci sta questa xxx (QE),Caregiver voc,reli
18,514.32,515.76,questa ci sta dentro qua. ( - ),Caregiver voc,original
18,514.571,515.76,questa ci sta dentro qua. ( - ),Caregiver voc,reli
18,524.378,524.793,xxx,Infant voc,original
18,524.55,524.793,oh.,Infant voc,reli
18,524.926,525.395,heehee (AL),Caregiver voc,original
18,525.095,525.45,heehee (AL),Caregiver voc,reli
18,525.89,526.337,blu,Infant voc,original
18,526.119,526.382,blu,Infant voc,reli
18,532.328,533.328,questa niente? (QE),Caregiver voc,original
18,532.471,533.386,questa niente? (QE),Caregiver voc,reli
18,533.335,534.603,non la metti questa? (QA),Caregiver voc,original
18,533.51,534.603,non la metti questa? (QA),Caregiver voc,reli
18,535.448,536.292,: questa prima. (RE),Caregiver voc,original
18,535.619,536.292,questa prima. (RE),Caregiver voc,reli
18,537.412,539.603,vedi?	(QA) ecco qua (C),Caregiver voc,original
18,537.578,539.603,vedi?	 ecco qua (QA C),Caregiver voc,reli
18,539.871,541.603,e poi ci metti il suo tappo (DA),Caregiver voc,original
18,540.056,541.413,e poi ci metti il suo tappo (DA),Caregiver voc,reli
18,545.235,546.81,non sono mica grandi uguali (RE),Caregiver voc,original
18,545.352,546.81,non sono mica grandi uguali (RE),Caregiver voc,reli
18,548.825,550.01,sono grandi uguali?	 (QE),Caregiver voc,original
18,548.967,549.96,sono grandi uguali?	 (QE),Caregiver voc,reli
18,550.437,552.206,: ah ecco (C),Caregiver voc,original
18,550.491,552.258,ah ecco (C),Caregiver voc,reli
18,552.64,553.798,e poi li metti qui dentro (DA),Caregiver voc,reli
18,552.64,553.798,: e poi li metti qui dentro (DA),Caregiver voc,original
18,554.254,554.875,xxx,Caregiver voc,reli
18,554.254,554.875,xxx,Caregiver voc,original
18,569.696,571.482,devono essere larghi uguali.	 (RE),Caregiver voc,original
18,569.915,571.393,devono essere larghi uguali.	 (RE),Caregiver voc,reli
18,573.015,574.795,: di che colore è questo amore? (QE NE),Caregiver voc,original
18,573.252,574.684,di che colore è questo amore? (QE NE),Caregiver voc,reli
18,576.473,577.939,di che colore è questo? (QE),Caregiver voc,original
18,576.663,577.843,di che colore è questo? (QE),Caregiver voc,reli
18,579.065,580.4,questa di che colore è? ( - ),Caregiver voc,original
18,579.191,580.4,questa di che colore è? ( - ),Caregiver voc,reli
18,582.285,583.287,di che colore è?	( - ),Caregiver voc,original
18,582.376,583.287,di che colore è?	( - ),Caregiver voc,reli
18,584.856,586.26,non rispondi a mamma? (QA),Caregiver voc,original
18,584.995,586.221,non rispondi a mamma? (QA),Caregiver voc,reli
18,618.171,618.563,xxx,Caregiver voc,reli
18,620.345,620.797,xxx,Caregiver voc,reli
18,643.972,646.21,xxx,Caregiver voc,reli
18,647.192,648.622,xxx,Caregiver voc,reli
18,649.815,650.881,xxx,Caregiver voc,reli
18,652.161,653.705,xxx,Infant voc,reli
18,653.702,655.077,xxx,Caregiver voc,reli
18,656.466,657.192,xxx,Infant voc,reli
18,657.423,658.272,xxx,Caregiver voc,reli
18,664.636,665.02,xxx,Infant voc,reli
18,665.843,667.242,,Infant voc,original
18,666.114,667.242,xxx,Infant voc,reli
18,668.727,672.272,xxx,Caregiver voc,reli
18,668.878,669.301,xxx,Infant voc,reli
18,673.317,673.587,xxx,Caregiver voc,reli
18,675.213,675.968,xxx,Caregiver voc,reli
18,675.213,675.598,xxx,Infant voc,reli
18,676.964,677.435,xxx,Infant voc,reli
18,677.51,678.414,xxx,Caregiver voc,reli
18,679.196,679.792,xxx,Infant voc,reli
18,679.943,682.582,xxx,Caregiver voc,reli
18,683.221,683.917,xxx,Infant voc,reli
18,684.114,686.463,xxx,Caregiver voc,reli
18,687.536,689.148,xxx,Caregiver voc,reli
18,690.134,690.164,xxx,Infant voc,reli
18,690.546,691.201,xxx,Caregiver voc,reli
18,692.171,692.726,xxx,Infant voc,reli
18,693.038,695.353,xxx,Caregiver voc,reli
18,695.803,696.097,xxx,Infant voc,reli
18,696.256,698.853,xxx,Caregiver voc,reli
18,699.215,699.852,xxx,Infant voc,reli
18,699.897,706.284,xxx,Caregiver voc,reli
18,708.348,709.013,xxx,Infant voc,reli
18,709.017,711.197,xxx,Caregiver voc,reli
18,712.041,712.442,xxx,Infant voc,reli
18,712.574,713.761,xxx,Caregiver voc,reli
18,713.788,714.141,xxx,Infant voc,reli
18,714.38,715.82,xxx,Caregiver voc,reli
18,716.297,716.896,xxx,Infant voc,reli
18,716.898,720.784,xxx,Caregiver voc,reli
18,717.379,717.835,xxx,Infant voc,reli
18,719.386,719.879,xxx,Infant voc,reli
18,721.17,721.816,xxx,Infant voc,reli
18,722.158,723.493,xxx,Caregiver voc,reli
18,724.793,726.907,xxx,Caregiver voc,reli
18,729.623,730.254,xxx,Infant voc,reli
18,730.453,731.221,xxx,Caregiver voc,reli
18,731.69,732.114,xxx,Infant voc,reli
18,732.294,735.955,xxx,Caregiver voc,reli
18,737.484,738.107,xxx,Infant voc,reli
18,738.229,741.378,xxx,Caregiver voc,reli
18,742.583,742.88,xxx,Infant voc,reli
18,743.404,746.37,xxx,Caregiver voc,reli
18,747.483,747.92,xxx,Infant voc,reli
18,748.349,761.428,xxx,Caregiver voc,reli
18,763.234,764.405,xxx,Caregiver voc,reli
18,766.778,767.841,xxx,Infant voc,reli
18,768.86,770.139,xxx,Caregiver voc,reli
52,13.464,14.544,la pallina questa,Caregiver voc,reli
52,13.589,18.079,"la pallina questa, che bella (RE)",Caregiver voc,original
52,16.902,17.795,che bella (RE),Caregiver voc,reli
52,19.921,22.881,"come si fa, prendila tu con il piattino, posso? (QA DA QM)",Caregiver voc,original
52,20.079,22.757,"come si fa, prendila tu con il piattino, posso? (QA DA QM)",Caregiver voc,reli
52,23.062,23.764,si (CW),Infant voc,original
52,23.241,23.526,si (CW),Infant voc,reli
52,23.857,24.354,pronto? (QO),Caregiver voc,reli
52,23.904,24.49,pronto? (QO),Caregiver voc,original
52,24.615,25.695,via (CW),Infant voc,reli
52,24.667,25.814,via (CW),Infant voc,original
52,26.034,26.596,pronti (AR),Caregiver voc,reli
52,26.035,26.55,pronti (AR),Caregiver voc,original
52,26.78,28.021,via (CW),Infant voc,original
52,26.783,27.881,via (CW),Infant voc,reli
52,28.981,29.94,"ops, è scappata (C RE)",Caregiver voc,reli
52,28.985,30.097,"ops, è scappata (C RE)",Caregiver voc,original
52,30.39,31.504,xxx,Infant voc,reli
52,31.685,34.495,"dai lanciala, così (DA C)",Caregiver voc,original
52,31.703,32.742,dai lanciala (DA),Caregiver voc,reli
52,32.921,33.91,xxx,Infant voc,reli
52,33.959,34.565,così (C),Caregiver voc,reli
52,34.5,36.321,"tu prendila, io te la lancio (DA RM)",Caregiver voc,original
52,34.685,35.888,"tu prendila, io te la lancio (DA RM)",Caregiver voc,reli
52,35.765,36.835,xxxxx no qui (CW),Infant voc,reli
52,35.778,37.072,"no qui, xxx (CW)",Infant voc,original
52,37.186,38.998, per fare il thè il caffè (RE),Caregiver voc,reli
52,37.259,39.066,per fare il thè il caffè (RE),Caregiver voc,original
